arXiv ID,Primary category,Journal,Is proceedings,Presents new numerical results,UK authors,Generates field configurations,Specifies software used for configuration generation,Software used for configuration generation,Repository/hosting service for configuration generation code,Performs measurements,Specifies software used for measurement,Software used for measurements,Repository/hosting service for measurement code,Uses existing configurations,Configuration hosting infrastructure acknowledged,Cites existing configurations,Configurations generated by,Reanalyses other existing data,Cites other existing data,Publishes data,Data available on request?,Repository used for data,Specifies software used for analysis,Software used for analysis,Repository/hosting service for analysis code,Publishes parts of analysis,Publishes full analysis,Acknowledges an HPC centre,Acknowledges Supercomputing Wales,Acknowledges DiRAC,Review paper,Cites any other software,Comments
2110.15375,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,Footnote/inline URL,openQCD,Personal website,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.15642,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2110.15670,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,Data repository citation,"Julia, Plots.jl, ROOT",Zenodo,N,N,Y,N,N,N,,
2110.15671,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Paper citation,HiRep,,Y,Paper citation,HiRep,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2110.15759,hep-lat,PoS,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.15765,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2110.15933,hep-lat,Phys.Rev.D,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.00288,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,"tmLQCD, DD-αAMG, Lemon, QUDA",,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.00300,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.00353,hep-lat,J.Phys.Conf.Ser.,Y,Y?,Y,N?,,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,Y,Y,N,N,,
2111.00386,hep-lat,PoS,Y,Y,N,Y,Mentioned by name,Fortran,,Y,URL citation,ARPACK,Institutional website,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.00474,hep-lat,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.00512,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.00569,hep-lat,Symmetry,N,Y,N,N,,,,Y?,No,,,Y,,Paper citation,ETMC,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2111.00574,hep-lat, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.00676,hep-th, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.00741,hep-lat,Phys.Rev.D,N,Y,N,Y,Paper citation,CL2QCD,,Y,Mentioned by name,(Reisinger),,N,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2111.00744,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Footnote/inline URL,openQCD,Personal website,Y,Footnote/inline URL,openQCD,Personal website,Y,,Paper citation,PACS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.00768,hep-lat,Chin.Phys.C,N,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.00784,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,FASTSUM,N,,N,N,,No,,,N,N,Y,Y,Y,N,,
2111.00860,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.00887,hep-ph,JHEP,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.01001,hep-lat,Symmetry,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.01017,hep-th, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.01056,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,DD-𝛼AMG,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.01081,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.01098,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.01147,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,MILC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.01155,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.01176,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,Mentioned by name,"Optex, Mathematica",,N,N,N,N,N,N,,
2111.01202,hep-lat,Phys.Rev.D,N,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.01493,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.01608,hep-lat,Phys.Rev.D,N,Y,Y,N,,,,Y,URL citation,"Qlua, Grid","Institutional website, GitHub",Y,,Paper citation,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.01609,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.01618,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.01775,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.01808,hep-lat,Phys.Rev.D,N,Y,N,N,,,,Y,Paper citation,"Chroma, QUDA, QDP-JIT, QPhiX",,Y,,Paper citation,JLab/W&M/LANL/MIT,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.01954,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.01990,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.02030,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,Paper citation,MINUIT,,N,N,N,N,N,N,,
2111.02033,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.02048,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Paper citation,"IroIro++, Grid, Bridge++",,Y,Paper citation,"IroIro++, Grid, Bridge++",,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.02124,hep-th,JHEP,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.02142,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.02238,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.02241,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,No,,,Y,No,,,N?,,,,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2111.02288,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,"HotQCD, MILC",N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.02347,hep-lat,Phys.Lett.B,N,Y,N,N,,,,N,,,,N,,,,N,,Y,N,arXiv,No,,,N,N,N,N,N,N,,
2111.02410,hep-th, ,N,Y,N,Y?,Footnote/inline URL,MMMC,GitHub,Y?,Footnote/inline URL,MMMC,GitHub,N,,,,N,,N,N,,Included,Mathematica,,Y,N,N,N,N,N,,Pedagogical material
2111.02718,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,Mentioned by name,MILC,,Y,,Paper citation,MILC,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2111.02833,hep-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,JLQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.02873,hep-ph,Nucl.Phys.A,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.02934,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,Chroma (modified),,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.02953,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.02982,quant-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Data repository citation,Qiskit,Zenodo,N,N,Y,N,N,N,,
2111.03226,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.03400,hep-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.03406,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,(Kotov et al),N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.03590,hep-lat,Symmetry,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2111.03607,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.03640,hep-lat,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Paper citation,"PETSc, MPI",,N,N,Y,N,N,N,,
2111.03843,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.03893,cond-mat.quant-gas, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.03998,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.04240,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.04320,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,No,RQCD,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.04389,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Footnote/inline URL,lge-cnn,GitLab,Y,Footnote/inline URL,lge-cnn,GitLab,N,,,,N,,Y,N,GitLab,Footnote/inline URL,lge-cnn,GitLab,Y,N,N,N,N,N,,
2111.04457,hep-lat,J.Phys.Conf.Ser.,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Footnote/inline URL,Bridge++,Institutional website,N,N,Y,N,N,N,,Paper specifically presenting new code
2111.04485,cond-mat.quant-gas,Annals Phys.,N,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.04514,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.04552,hep-lat,EPJ Web Conf.,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2111.04573,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,URL citation,"Grid, GPT",GitHub,Y,URL citation,"Grid, GPT",GitHub,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.04668,hep-lat, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,URL citation,
2111.04679,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.04693,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.04765,quant-ph,Phys.Rev.A,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.04937,hep-lat, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.05012,hep-lat, ,N,Y,N,N,,,,Y?,URL citation,Bridge++,Institutional website,Y,JLDG,Paper citation,"PACS, PACS-CS, (Yamazaki et al)",N,,N,N,,No,,,N,N,N,N,N,N,URL citation,
2111.05026,quant-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,Mentioned by name,Qiskit,,N,N,N,N,N,N,,
2111.05184,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,MILC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.05216,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,URL citation,MILC,Institutional website,Y,No,,,Y,,Paper citation,tmfT,N,,N,N,,URL citation,"ML-lattice, Keras",Zenodo,Y,N,N,N,N,N,,"Analysis code is made available but not explicitly pointed out in text; citation is present as ""Keras"""
2111.05330,hep-lat,PoS,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.05338,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.05418,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.05630,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2111.05656,hep-lat,PoS,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.05729,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,(Bergner et al),N,,N,N,,No,,,N,N,N,N,N,N,,
2111.05733,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.05745,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.06149,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,Mentioned by name,MILC,,Y,,Paper citation,MILC,N,,N,N,,No,,,N,N,Y,N,Y,N,,
2111.06183,hep-th, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.06241,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.06333,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,URL citation,"LaLiBe, Chroma, QUDA, HDF5, METAQ, EspressoDB",GitHub,Y,,Paper citation,MILC,Y,Paper citation,N,N,,URL citation,"gvar, lsqfit",,N,N,Y,N,N,N,,
2111.06375,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,Paper citation,"Chroma, PFFT",,Y,,Paper citation,(Duarte et al),N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.06415,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N?,,,,N?,,,,N,,,,N,,N,N,,,,,N,N,Y,N,N,N,,
2111.06473,hep-ph,Phys.Lett.B,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.06618,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Footnote/inline URL,MILC,Institutional website,Y,Footnote/inline URL,MILC,Institutional website,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.06728,hep-lat,Phys.Rev.D,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.06782,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,URL citation,MILC,GitHub,Y,,Paper citation,MILC,Y?,No,N,N,,No,,,N,N,Y,N,Y,N,,
2111.06792,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.06797,hep-ph,Phys.Rev.D,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.06948,hep-lat,Proceedings of 50th International Symposium on Multiparticle Dynamics,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2111.07103,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.07324,hep-lat, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.07755,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,"Chroma, chroma_laph, last_laph, contraction_optimizer, METAQ",,Y,,Paper citation,CLS,N,,N,N,,Mentioned by name,"chimera, SigMonD",,N,N,Y,N,N,N,,
2111.07766,nucl-th,Phys.Rev.Lett.,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.07811,hep-ph,JHEP,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Paper citation,"RunDec, Mathematica",,N,N,N,N,N,N,,
2111.07916,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Paper citation,"CL2QCD, (Datta et al)",,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.07948,hep-lat,PoS,Y,Y,Y,N,,,,Y,Paper citation,"QDP++, openQCD",,Y,,Mentioned by name,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,URL citation,
2111.08015,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.08135,hep-lat,Phys.Rev.D,N,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.08143,hep-lat, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.08220,cond-mat.str-el,J.Phys.Conf.Ser.,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.08306,hep-lat,Phys.Rev.D,N,Y,N,N,,,,Y,Paper citation,"Chroma (modified), DD-𝛼AMG (modified), IDFLS",,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.08551,quant-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.09025,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.09097,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.09329,hep-lat, ,N,Y,N,N,,,,Y,No,,,Y,,Mentioned by name,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.09364,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.09431,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.09481,hep-ph,Eur.Phys.J.A,N,Y,N,N,,,,N,,,,N,,,,Y?,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.09535,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.09566,hep-ph, ,N,N?,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.09675,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,"QDP++, PRIMME, openQCD, opt_einsum",,Y,,Paper citation,CLS,N,,N,N,,Paper citation,"SigMonD, Matplotlib, Numpy, Scipy, TwoHadronsInBox",,N,N,Y,N,N,N,,
2111.09783,hep-ph,EPJ Web Conf.,Y,Y,N,N,,,,N,,,,N,,,,Y?,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.09844,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,Y,,Paper citation,HotQCD,N,,Y,N,Unibi,No,,,N,N,N,N,N,N,,
2111.09849,hep-lat, ,N,Y,Y,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,FLAG review
2111.10116,hep-ph,PoS,Y,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.10189,cond-mat.stat-mech, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.10212,hep-lat,EPJ Web Conf.,Y,Y,N,Y,URL citation,MILC,Institutional website,Y,URL citation,MILC,Institutional website,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.10312,hep-lat,EPJ Web Conf.,Y,Y,N,Y,No,,,Y,Paper citation,"Chroma, PFFT",,Y,,Paper citation,(Duarte et al),N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.10340,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Mentioned by name,MILC,,Y,Mentioned by name,MILC,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.10354,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Paper citation,SIMULATeQCD,GitHub,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,Technical paper on SIMULATeQCD
2111.10369,hep-th, ,N,N?,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,Paper citation,
2111.10423,hep-th,Symmetry,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,Pedagogical introduction
2111.10582,hep-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.10636,hep-ph, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.10787,hep-lat,J.Phys.Conf.Ser.,Y,N?,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,Y,Y,Y,Y,,
2111.10788,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N?,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2111.11040,hep-th,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.11237,hep-lat,Phys.Rev.D,N,Y,N,Y,Paper citation,OpqnStaPLE,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.11287,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,URL citation,"Grid, Hadrons",GitHub,Y,,Paper citation,"RBC-UKQCD, JLQCD",Y,Paper citation,N,N,,No,,,N,N,Y,N,Y,N,,
2111.11303,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.11445,cond-mat.str-el, ,N,Y,N,Y?,No,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.11449,hep-lat,JHEP,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.11489,quant-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.11541,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,Y,No,,,Y,,Mentioned by name,CLS,N,,N,N,,Paper citation,TwoHadronsInBox,,N,N,Y,N,N,N,,
2111.11544,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,URL citation,openQCD,Personal website,Y,Paper citation,SLEPc,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.11599,hep-lat, ,N,Y,N,Y?,No,,,Y?,No,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.11649,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.11811,hep-ph,JHEP,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
